,artist_mb,artist_lastfm,country_mb,tags_mb,tags_lastfm
4067,Chip,Chipmunk,United Kingdom,pop; grime; hip hop rnb and dance hall; mc,Grime; british; rap; hip hop; UK; Hip-Hop; chipmunk; seen live; london; dubstep; UK hip-hop; pop; urban; UK hip hop; eski; male vocalist; male vocalists; little onion; electronic; hiphop; 00s; nsbm; All; uk hiphop; mc; 7 stars; transliteracy; grime and uk rap; rock; 2009; singer-songwriter; C; Awesome; r&b; original; rnb; dj; future; popular; Favourites; pop rap; Glastonbury 2010; glasto 2010; United Kingdom; big chill; brit hop; britain; Lil Wayne; British Hip Hop; Fuck Off; UKHH; spotify; summer sundae; tottenham; swn08; happy sad; bands that girl at the bar told me she likes; el; lovin' it; AXyETb; lash; down with the kids; Juju Mix; fifty77artists; alwayz; bomting; a better mc then chippy thers not; played at LUU; joshiejne; MaNdEm; Best artist today; add kelvin; Nytric b; Sugabeat Lash; Disturbed Blade
4075,Hurricane Chris,Hurricane Chris,United States,hip hop,rap; Hip-Hop; Dirty South; Crunk; hip hop; club; southern rap; hurricane chris; rnb; louisiana; hot; super mario hates this crap and wants to shit all over it; what an asshole; Chris Brown; female vocalists; urban; american; electro hip-hop; Kanye West; 2000s; Brutal Death Metal; solo artist; one hit wonder; hip-hop and rap; Louisiana Rap; crimes against humanity; Pussy; Soulja Boy; THIS IS NOT HIP-HOP; crunk metal; weezy f aka yancy tate; yung dynasty; electronic; 2009; sexy; USA; doom metal; Gothic; hiphop; party; gay; Gangsta Rap; finnish; aa; 2007; male vocalists; 00s; Crap; shit; garbage; fresh; lol; hip hop and rap; clap; south; chris; stupid; All; hip-hop/rap; 50 Cent; crunkcore; snap music; club banger; hiv positive; spotify; swag; pretty cool; chuck norris does not approve; ratchet; wigger slam; absolute shit; wack; ha ha; recent hot; southern hip-hop; midget; Rap US; Playlist1; Southern Hip Hop; Sucker; feel the beat; Dope music; hip-hop and rnb; fake thug; Country: USA; pancake shit; fuck me up the ass; Hip-Hop Is Dead; ultracrunk; rather have been castrated than to listen to this; Luke Jacksons favorite; better than K-Fed; oh please; nut sucker; massive fail; lora; should be shot in the foot; One lyric wonder; tight ass; ghetto sheeeeeit
4088,Freeway,Freeway,United States,hip hop; hip hop rnb and dance hall,Hip-Hop; rap; hip hop; east coast rap; roc-a-fella; Philadelphia; East Coast; freeway; Philly; seen live; Pennsylvania; rocafella; state property; rnb; classic rock; reggae; hard rock; american; Gangsta Rap; just blaze; east coast hip-hop; pop; soul; dance; techno; Soundtracks; hiphop; r and b; love songs; hot; heavy rock; movie; rhymesayers; Lovin it; Rap US; trance; classic; instrumental; alternative; new york; fast; oldschool; australian; blues; other; House; underground hip-hop; free; club; ost; Reggaeton; beats; blues rock; australia; goa; samples; rhythm and blues; 00s; sampled; Neo Soul; hungarian; hardcore rap; hip hop and rap; hardcore hip-hop; music; Symphonic Black Metal; different; p-funk; Midwest; Redman; Busta Rhymes; Real hip-hop; stuff; PA; rappers; Joey; beans; All; Boogie Rock; flow; Australian Rock; tribal house; Quick; mainstream; Aftermath; def jam; Nas; 80s rock; star trak; Street-Smart; westcoast; kanye; 70's; 70's rock; Method Man; psy-emo; spotify; old rock; swedish hard rock; D-Block
4099,k‐os,K-OS,Canada,hip-hop; canadian; hip hop; singer; canada; producer; alternative rap; rapper; canadian hip-hop,Hip-Hop; Canadian; rap; hip hop; seen live
4109,Soul II Soul,Soul II Soul,United Kingdom,house; british; uk; soul; dance-pop; english; rock and indie; uk hip hop; contemporary r&b,soul; 80s; funk; rnb; pop; dance; british; House; 90s; urban; electronic; electronica; Hip-Hop; UK; rhythm and blues; groove; soul ii soul; female vocalists; r and b; Neo Soul; funky; Disco; seen live; rap; acid jazz; london; r&b; ground beat; rock; alternative; club; smooth; new jack swing; Soulful house; soulIIsoul; chillout; trip-hop; indie; sexy; downtempo; dance-pop; england; spliff; eurodance; female vocalist; 1980s; grammy winner; All; 90s pop; oh yeah; black music; r-n-b; british soul; colorfull; funk and soul; VWJ; snoophuggydogg; Contemporary Rhythm and Blues; NoddY RioT; ram bamjan; upgroundmusic; gayjamaica; truetoyou; xxxkissxxx; fave-o-top; soul 2 soul
4113,Next,Next,United States,hip hop rnb and dance hall,rnb; 90s; soul; Hip-Hop; thrash metal; rhythm and blues; next; hip hop; r&b; r and b; male vocalists; pop; Love; new jack swing; metal; american; progressive psytrance; 80s; urban; post-hardcore; not soul; Not thrash Metal; not hip-hop; contemporary rnb; 90s Rnb; not rnb; punk; funk; screamo; male vocalist; psytrance; 90's; Neo Soul; slow jams; 90s Hip Hop; Male Groups; old school thrash metal; Groups; r n b; thrash metal mexicano; heavy metal; seen live; indie; rock; japanese; Minnesota; emo; new york; hard rock; singer-songwriter; USA; dance; quiet storm; techno; psychedelic; Acid; hiphop; thrash; punk rock; pop punk; progressive trance; Rave; psychedelic trance; Killed by death; Favorite; top 40; Italo Disco; melodic hardcore; Neo-Soul; Power metal; 2000s; Minneapolis; 1990s; music; boy bands; r'n'b; Myjukebox; boy band; one hit wonder; slow jam; swedish rock; melodic punk; Great Artists Who Share the Same Name as Very Shitty Bands and Always Have Their Image Replaced By The Shitty Band On Last FM; spotify; romantic ballads; beauitful ballad; Psyprog; boybands etc; r-n-b; fast melodic punk; old-skool; underground thrash; schrockstar; top25; Most Underrated Artists; 90s mainstream; Sexy Ballad; Crunk Beatz; Have to check; mexican thrash metal
4120,N-Dubz,N-Dubz,United Kingdom,pop; rap; hip-hop; hip hop rnb and dance hall; not grime,Hip-Hop; hip hop; rap; british; urban; Grime; seen live; UK hip hop; rnb; UK; pop; female vocalists; london; chav; n-dubz; Crap; shit; pop rap; dance; 00s; UK hip-hop; no; spotify; fail; 7 stars; rap for people who don't like rap; n dubz; Worse than Gay Sex; Soundtrack; electronic; soul; r&b; hiphop; gay; Gangsta Rap; comedy; sex; male vocalists; alt country; english; ouch; Officially Shit; UK Grime; rubbish; Glastonbury 2010; glasto 2010; european; camden; r'n'b; brit hop; UK Garage; All; Pap; pop hip-hop; uk hiphop; Faggots; the worst thing ever to happen to music; Fuck Off; shit only a retard would listen to; UKHH; epic fail; music for idiots; bands ive seen live; never mind the buzzcocks; kool; bands that girl at the bar told me she likes; attention whore; rhythm & blues; British Hip-Hop; coolio; el; brit-hop; rhythm'n'blues; dreadful; anal-driven fecalomatateus; Altar of the Metal Gods; camden town; disgrace; uk urban; Los amos; British Girls; really shit; chavs; naa; pop grime; somekindofreallybadjoke; recommended to tburny; jeckyll hyde; chav-hop; fassyhole music; the death of hip hop; mock-ghetto tosscore; lgv; need to die; recommended by rwitte; fitness filling in a twat sandwich; hip hop brilliant; barrys faverets; last best 2010; dapper tunes
4151,Project Pat,Project Pat,United States,hip hop; crunk; gangsta rap; southern rap; hip-hop/rap,rap; Hip-Hop; Dirty South; memphis rap; hip hop; southern rap; memphis; project pat; Gangsta Rap; Hypnotize Minds; Tennessee; three 6 mafia; gangsta; southern; seen live; Crunk; southern hip-hop; grindcore; hardcore; lalala; All; gangsta-rap; Dirrty South; dj paul-juicy j production; Memphis Crunk; trance; alternative rock; underground rap; american; blunt; funny; hardcore rap; Rap and Hip Hop; Rap Hip-Hop; triple 6 mafia; triple six mafia; trap rap; dj paul; dirtysouth; South Rap; MY NIGGA PROJECT PAT KNOW THE HOOD; Chris Brown; classic rock; metalcore; indie; jazz; soul; instrumental; punk; alternative; reggae; emo; ambient; USA; bop; acoustic; urban; techno; underground hip-hop; Sludge; screamo; Favorite Artists; Random; 00s; rakim; hippie; trap; pp; lol; Love it; juggalo; music; nsbm; heat; south; Houston; south side; raps; insane clown posse; flow; hip-hop and rap; Most Listened to hip hop; Nas; projects; spectacular; Fuck Off; smoke music; spotify; playstation; es; forgotten; ICP; jay z; juggalo rap; hcp; badass bass; 50cent; Music I Fuck To; Gathering Of The Juggalos; MMFWCL
4193,Black Milk,Black Milk,United States,hip hop,Hip-Hop; underground hip-hop; detroit; rap; hip hop; seen live; producer; detroit rap; underground rap; Black Milk; american; Michigan; underground hip hop; underground; boom bap; Midwest; midwest rap; alternative rock; instrumental hip-hop; rock; beats; depressive rock; chillout; soul; alternative; hard rock; hiphop; Gothic Rock; Slum Village; motor city; midwest hip-hop; Future of Hip-Hop; electronic; instrumental; german; sick beats; jazz rap; hardcore hip hop; Deebo Mac
4212,Zion I,Zion I,United States,hip hop,Hip-Hop; underground hip-hop; rap; hip hop; underground hip hop
4218,Bubba Sparxxx,Bubba Sparxxx,United States,hip hop; hip hop rnb and dance hall,Hip-Hop; rap; Dirty South; hip hop; hiphop; southern rap; country; southern hip-hop; Timbaland; georgia; bubba sparxxx; american; USA; urban; 00s; New South; seen live; southern; white rap; country rap; male vocalists; purple ribbon; country-rap; male; pop; soul; alternative; party; rnb; south; All; dungeon family; 6 stars; Hip Hop - Rap; pop with a beat; importowane; smart southern hip-hop; rnb-rap; beatclub
4226,Jaylib,Jaylib,United States,hip hop,Hip-Hop; underground hip-hop; hip hop; Stones throw; rap; Madlib; j dilla; underground hip hop; hiphop; underground rap; detroit; beats; underground; Real hip-hop; Jay Dee; dilla; los angeles; Jazz Hop; Jaylib; instrumental hip-hop; indie; instrumental; american; jazz; acid jazz; instrumental hip hop; producer; chillout; electronic; alternative rap; collabo; trip-hop; chill; funk; turntablism; breakbeat; soul; alternative; 00s; blunted; Wicked; stones throw records
4236,Noize MC,Noize MC,Russia,rock; rap; russian,Hip-Hop; rapcore; rap; russian; russian rap; alternative; seen live; rock; alternative hip-hop; punk; noize mc; russian hip-hop; punk rock; alternative rock; freestyle; hip hop; Grunge; fun; reggae; govnorap; rap rock; russian alternative; Punk Rap; 00s; anal force; pop punk; shit; alternative rap; post anal; Russia; gopniki; russian rapcore; pop; positive; Punk-Rap; political; Rap-Rock; gavno kakoe-to; govno; freestyle master
4241,tobyMac,TobyMac,United States,christian rock; contemporary christian; christian hip hop,christian; christian rock; Christian Rap; Hip-Hop; rap
4271,YoungBloodZ,YoungBloodz,United States,hip hop; youngbloodz; youngbloodz new music,rap; Hip-Hop; Dirty South; hip hop; atlanta
4280,Blu,Blu,United States,hip-hop; hip hop; rapper; us,Hip-Hop; rap; hip hop; chillout; underground hip-hop; California; underground; west coast; blu; Jazz Hop; los angeles; seen live; underground hip hop; underground rap; soul; instrumental hip-hop; alternative rap; experimental hip-hop; jazz; chill; experimental; american; glitch-hop; producer; okayplayer; Inglewood; jazzy hip hop; west coast hip-hop; electronica; Dope; favourite; alternative hip-hop; conscious hip-hop; san pedro; wonky; West Coast Rap; United States; All; lyricist; jazz rap; swag; Ill Shit; e-walker; electronic; indie; dubstep; favorites; experimental hip hop; 8bit; 8-bit; abstract; lounge; summer; instrumental hip hop; hiphop; Chillosophy; jazzy; good; Trash; spring; garbage; LOVE LOVE LOVE; us; beyond; sxsw 2009; sxsw 2011; boom bap; underground hiphop; experimental rap; Leftfield; Conscious Hip Hop; westcoast; seen live 2010; wack; New School; left coast; west coast hip hop; motown label; jazz beats; emcee; the tones; lo-fi hip-hop; christian scum; melhor que los hermanos; soul beats; Cali rap; SHINGO SUZUKI; 1xtra; chill906; musical journey to the ends of time; wonderkid; Young Hip Hop; new hip-hop artist; west coast iddish; s333n; cali hip-hop; Rap Jazzy; Rap soulful; all city chess club; Deebo Mac
4299,Sido,Sido,Germany,german; hip hop; aggro berlin; sido; bilder,rap; Deutschrap; hip hop; german; Hip-Hop; sido; aggro berlin; seen live; Berlin; german hiphop; german rap; German hip hop; aggro; deutsch; hiphop; german hip-hop; Deutscher Hip Hop; Deutsch Rap; Gangsta Rap; Die Sekte; metal; germany; gay; male vocalists; shit; Porno Rap; comedy; Crap; Officially Shit; hurensohn; AggroBerlin; pop; death metal; german lyrics; Brutal Death Metal; ghetto; bad taste; dumm; dekadent blasphemic brutal black Metal; alternative; singer-songwriter; urban; 8bit; Soundtracks; deutscher rap; sex; deutschsprachig; funny; 00s; Nu Metal; hardcore rap; pop rap; gangsta; ganja; ponyrape; Katzenmusik; Gangster Rap; Battlerap; Deutsch Hiphop; Schrecklich; fun rap; Musik wegen der ich mich schaeme Deutscher zu sein; Atze; Emo boon; herz; peinlich; CARMEN; extremely bad; berlin hip-hop; nutten; maske; Mein Block; fuffies durch den club; Highlight Entertainment
4308,Jay Electronica,Jay Electronica,United States,hip hop; southern hip hop; experimental hip hop; abstract hip hop; conscious hip hop; hardcore hip hop,Hip-Hop; underground hip-hop; rap; hip hop; New Orleans; seen live; jay electronica; lyrical; underground; american; Real hip-hop; underground rap; Dirty South; interesting; producer; underground hip hop; unpretentious; contemplate; Favorite; alternative hip-hop; poet; cryptic; louisiana; alternative hip hop; Southern Hip Hop; electronic; electronica; chill; experimental; poetry; hiphop; Confident; intelligent; Jazz Hop; Incredible; positive; The Good Stuff; poetry slam; The Truth; Damn this is art; lyical; renouveau du hip hop; godhop; INSPIRTATION; savior of rap
4309,Hitmaka,Yung Berg,United States,rap; hip hop; pop rap,Hip-Hop; rap; yung berg; hip hop; rnb; sexy lady; hip-hop and rap; dance; urban; Gangsta Rap; chicago; chi-town; yung berg sexy lady; pop; soul; fun; Midwest; crunkcore; popular music; Rap US; damn dis nigga got his ass beat and his chain took in Detroit by Trick Trick and the Goon Squad; new york; club; r&b; hiphop; Dirty South; male vocalists; Illinois; All; spotify; Male Artist; erick; Need to Rate; chain robbed; yung; big pimp; niix 1; that wuz up mqc; bananas180; mixed-hip hop
4331,New Boyz,New Boyz,United States,rap; hip hop; pop rap; jerk rap,Hip-Hop; rap; Jerk; jerkin; hip hop; hipster rap; new boyz; rnb; dance; Hip Hop/Rap; pop; male vocalists; electronic; sexy; american; Crunk; California; fresh; alternative rap; music; Slamming Brutal Death Metal; hyphy; hipster hop; electro hop; jerk rap; addictive garbage; seen live; soul; alternative; grindcore; USA; urban; new; Dirty South; party music; cali; post-hardcore; shit; alternative hip-hop; 2010; pop rap; 10s; goregrind; deathcore; Electro-Hop; All; d; one hit wonder; horrible; Lil Wayne; crunkcore; spotify; pretty cool; -; un; technical grindcore; losangeles; Boyz; crank; entertainment; west coast hip-hop; YG; twerk; 7even; ringtone rap; streetdance; Jerk Music; GREATEST EVER; LIL; jerkin music; Need to Rate; fly as hell; blipster; hypebeast; tie me down; Saw a Tiger; meek mill; hyy; rap jerkin crunk dance; dayday; rich homie quan; backpackin; quiero vomitar; New-Boyz; louie g; and tye me down; tukky; super jerkin; MrsChocolateGur; John Ray; UN MUSIC; Yaroslav May; youre a jerk
4339,Dr. Octagon,Dr. Octagon,United States,hip hop; hiphop; us; hip hop rnb and dance hall,Hip-Hop; underground hip-hop; hip hop; rap; underground rap; kool keith; trip-hop; underground hip hop; experimental; seen live; hiphop; turntablism; abstract hip-hop; electronic; alternative hip-hop; electronica; underground; new york; Dan the Automator; acid rap; american; psychedelic; alternative rap; experimental hip-hop; chillout; alternative; 90s; Horrorcore; downtempo; Indie Hip Hop; abstract hip hop; USA; abstract; Avant-Garde; underground hiphop; indie; trip hop; Progressive; automator; chill; idm; breakbeat; nerdcore; abstract rap; Dr Octagon
4349,Dwele,Dwele,United States,soul; hip hop rnb and dance hall,Neo-Soul; soul; rnb; Neo Soul; nu soul; Dwele; male vocalists; detroit; chillout; r&b; smooth; rhythm and blues; singer-songwriter; Hip-Hop; urban; r and b; Michigan; jazz; funk; 00s; r'n'b; jazzy smooth soul; american; Nu-Soul; cool; seen live; hip hop; sexy; Maxwell; neosoul; sexy beat
